"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"OQ998071","1154","Human","7 (MP)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/03/2023)","","","","","","c"
"OQ998073","2367","Human","2 (PB2)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/04/2023)","","","","","","c"
"OQ998075","2275","Human","3 (PA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/04/2023)","","","","","","c"
"OQ998078","1529","Human","6 (NA)","","USA","N","2023/01/12","Influenza B virus (B/Rhode Island/04/2023)","","","","","","c"
"OQ998113","2367","Human","2 (PB2)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998114","2340","Human","1 (PB1)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998115","2275","Human","3 (PA)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998116","1847","Human","4 (HA)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998118","1528","Human","6 (NA)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998120","1066","Human","8 (NS)","","USA","N","2023/02/02","Influenza B virus (B/Rhode Island/07/2023)","","","","","","c"
"OQ998121","2367","Human","2 (PB2)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998122","2340","Human","1 (PB1)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998123","2275","Human","3 (PA)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998124","1847","Human","4 (HA)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998126","1528","Human","6 (NA)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998127","1154","Human","7 (MP)","","USA","N","2023/02/03","Influenza B virus (B/Rhode Island/08/2023)","","","","","","c"
"OQ998129","2367","Human","2 (PB2)","","USA","N","2023/02/17","Influenza B virus (B/Rhode Island/09/2023)","","","","","","c"
"OQ998132","1847","Human","4 (HA)","","USA","N","2023/02/17","Influenza B virus (B/Rhode Island/09/2023)","","","","","","c"
"OQ998135","1154","Human","7 (MP)","","USA","N","2023/02/17","Influenza B virus (B/Rhode Island/09/2023)","","","","","","c"
"OQ248558","1749","Human","4 (HA)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248559","1076","Human","7 (MP)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248560","1408","Human","6 (NA)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248561","1683","Human","5 (NP)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248562","1027","Human","8 (NS)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248563","2181","Human","3 (PA)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ248564","2313","Human","2 (PB2)","","USA","N","2022/10/31","Influenza B virus (B/South Carolina/USAFSAM-13653/2022)","","","","","","c"
"OQ998139","2275","Human","3 (PA)","","USA","N","2023/02/11","Influenza B virus (B/South Dakota/01/2023)","","","","","","c"
"OQ998164","1847","Human","4 (HA)","","USA","N","2023/02/12","Influenza B virus (B/South Dakota/03/2023)","","","","","","c"
"OQ998173","1815","Human","5 (NP)","","USA","N","2023/02/13","Influenza B virus (B/South Dakota/04/2023)","","","","","","c"
"OQ998177","2367","Human","2 (PB2)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ998178","2340","Human","1 (PB1)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ998179","2275","Human","3 (PA)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ998180","1847","Human","4 (HA)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ998182","1528","Human","6 (NA)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ998183","1154","Human","7 (MP)","","USA","N","2023/02/04","Influenza B virus (B/South Dakota/05/2023)","","","","","","c"
"OQ997406","2262","Human","3 (PA)","","USA","N","2023/02/14","Influenza B virus (B/South Dakota/06/2023)","","","","","","c"
"OQ997410","1154","Human","7 (MP)","","USA","N","2023/02/14","Influenza B virus (B/South Dakota/06/2023)","","","","","","c"
"OQ998194","2340","Human","1 (PB1)","","USA","N","2023/02/15","Influenza B virus (B/South Dakota/07/2023)","","","","","","c"
"OQ998195","2275","Human","3 (PA)","","USA","N","2023/02/15","Influenza B virus (B/South Dakota/07/2023)","","","","","","c"
"OQ998196","1847","Human","4 (HA)","","USA","N","2023/02/15","Influenza B virus (B/South Dakota/07/2023)","","","","","","c"
"OQ998198","1528","Human","6 (NA)","","USA","N","2023/02/15","Influenza B virus (B/South Dakota/07/2023)","","","","","","c"
"OQ998199","1154","Human","7 (MP)","","USA","N","2023/02/15","Influenza B virus (B/South Dakota/07/2023)","","","","","","c"
"OQ993060","1749","Human","4 (HA)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993061","1076","Human","7 (MP)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993062","1408","Human","6 (NA)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993063","1683","Human","5 (NP)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993064","1027","Human","8 (NS)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993065","2181","Human","3 (PA)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993066","2259","Human","1 (PB1)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ993067","2313","Human","2 (PB2)","","United Kingdom","N","2023/03/20","Influenza B virus (B/Suffolk/USAFSAM-14180/2023)","","","","","","c"
"OQ998211","2275","Human","3 (PA)","","USA","N","2023/02/12","Influenza B virus (B/Utah/01/2023)","","","","","","c"
"OQ998213","1815","Human","5 (NP)","","USA","N","2023/02/12","Influenza B virus (B/Utah/01/2023)","","","","","","c"
"OQ998216","1066","Human","8 (NS)","","USA","N","2023/02/12","Influenza B virus (B/Utah/01/2023)","","","","","","c"
"OQ998225","2367","Human","2 (PB2)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998226","2340","Human","1 (PB1)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998227","2275","Human","3 (PA)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998228","1847","Human","4 (HA)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998230","1528","Human","6 (NA)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998232","1067","Human","8 (NS)","","USA","N","2023/02/18","Influenza B virus (B/Utah/02/2023)","","","","","","c"
"OQ998241","2367","Human","2 (PB2)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OQ998242","2340","Human","1 (PB1)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OQ998243","2275","Human","3 (PA)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OQ998244","1847","Human","4 (HA)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OQ998245","1815","Human","5 (NP)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OQ998246","1529","Human","6 (NA)","","USA","N","2023/02/28","Influenza B virus (B/Virginia/08/2023)","","","","","","c"
"OR052891","1847","Human","4 (HA)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052893","1067","Human","8 (NS)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052894","2396","Human","2 (PB2)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052896","1189","Human","7 (MP)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052897","2340","Human","1 (PB1)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052898","2275","Human","3 (PA)","","USA","N","2022/11/08","Influenza B virus (B/WA/482XQ0/2022)","","","","","","c"
"OR052867","1701","Human","4 (HA)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052870","1457","Human","6 (NA)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052873","1024","Human","8 (NS)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052876","2273","Human","2 (PB2)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052880","1612","Human","5 (NP)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052882","1119","Human","7 (MP)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052886","1947","Human","1 (PB1)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","p"
"OR052888","2265","Human","3 (PA)","","USA","N","2023/01/21","Influenza B virus (B/WA/DBRZRE/2023)","","","","","","c"
"OR052869","1638","Human","4 (HA)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052872","1437","Human","6 (NA)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052875","1031","Human","8 (NS)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052878","2181","Human","2 (PB2)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052881","1720","Human","5 (NP)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052884","1046","Human","7 (MP)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052885","1942","Human","1 (PB1)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052890","1984","Human","3 (PA)","","USA","N","2022/12/26","Influenza B virus (B/WA/GG48W4/2022)","","","","","","p"
"OR052868","1701","Human","4 (HA)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","p"
"OR052871","1528","Human","6 (NA)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","c"
"OR052877","2375","Human","2 (PB2)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","c"
"OR052879","1817","Human","5 (NP)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","c"
"OR052883","1175","Human","7 (MP)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","c"
"OR052889","2270","Human","3 (PA)","","USA","N","2022/10/27","Influenza B virus (B/WA/H5LTCF/2022)","","","","","","c"
"OQ236692","2367","Human","2 (PB2)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236693","2340","Human","1 (PB1)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236694","2275","Human","3 (PA)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236695","1847","Human","4 (HA)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236696","1815","Human","5 (NP)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236697","1528","Human","6 (NA)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236698","1154","Human","7 (MP)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ236699","1066","Human","8 (NS)","","USA","N","2022/10/03","Influenza B virus (B/Washington/01/2022)","","","","","","c"
"OQ998249","2367","Human","2 (PB2)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998250","2340","Human","1 (PB1)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998251","2275","Human","3 (PA)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998252","1847","Human","4 (HA)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998253","1815","Human","5 (NP)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998254","1529","Human","6 (NA)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998256","1066","Human","8 (NS)","","USA","N","2023/01/02","Influenza B virus (B/Washington/05/2023)","","","","","","c"
"OQ998265","2367","Human","2 (PB2)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998266","2340","Human","1 (PB1)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998267","2275","Human","3 (PA)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998268","1847","Human","4 (HA)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998269","1815","Human","5 (NP)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998270","1528","Human","6 (NA)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998271","1154","Human","7 (MP)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998272","1065","Human","8 (NS)","","USA","N","2023/01/20","Influenza B virus (B/Washington/06/2023)","","","","","","c"
"OQ998281","2367","Human","2 (PB2)","","USA","N","2023/02/19","Influenza B virus (B/Washington/07/2023)","","","","","","c"
"OQ998282","2340","Human","1 (PB1)","","USA","N","2023/02/19","Influenza B virus (B/Washington/07/2023)","","","","","","c"
"OQ998284","1847","Human","4 (HA)","","USA","N","2023/02/19","Influenza B virus (B/Washington/07/2023)","","","","","","c"
"OQ998286","1528","Human","6 (NA)","","USA","N","2023/02/19","Influenza B virus (B/Washington/07/2023)","","","","","","c"
"OQ998287","1154","Human","7 (MP)","","USA","N","2023/02/19","Influenza B virus (B/Washington/07/2023)","","","","","","c"
"OQ661841","2340","Human","1 (PB1)","","USA","N","2022/12/13","Influenza B virus (B/Wisconsin/02/2022)","","","","","","c"
"OQ661842","2275","Human","3 (PA)","","USA","N","2022/12/13","Influenza B virus (B/Wisconsin/02/2022)","","","","","","c"
"OQ661845","1530","Human","6 (NA)","","USA","N","2022/12/13","Influenza B virus (B/Wisconsin/02/2022)","","","","","","c"
"OQ661848","2367","Human","2 (PB2)","","USA","N","2022/12/13","Influenza B virus (B/Wisconsin/02/2022)","","","","","","c"
"OQ998297","2367","Human","2 (PB2)","","USA","N","2023/02/23","Influenza B virus (B/Wisconsin/02/2023)","","","","","","c"
"OQ998298","2340","Human","1 (PB1)","","USA","N","2023/02/23","Influenza B virus (B/Wisconsin/02/2023)","","","","","","c"
"OQ998299","2275","Human","3 (PA)","","USA","N","2023/02/23","Influenza B virus (B/Wisconsin/02/2023)","","","","","","c"
"OQ998302","1528","Human","6 (NA)","","USA","N","2023/02/23","Influenza B virus (B/Wisconsin/02/2023)","","","","","","c"
"OQ998313","2367","Human","2 (PB2)","","USA","N","2023/03/03","Influenza B virus (B/Wisconsin/03/2023)","","","","","","c"
"OQ998314","2340","Human","1 (PB1)","","USA","N","2023/03/03","Influenza B virus (B/Wisconsin/03/2023)","","","","","","c"
